REP,DESIGN,OFV,KA,CL,V,ADD,PROP,OM_KA,OM_CL,OM_V,TERM
9,sparse3,-149.771900567254,1.20943,3.73841,49.5823,0.0107209,0.124697,0.212018,0.106321,0.0137863,SUCCESS
10,sparse3,-158.234465220835,1.42752,3.95256,52.4218,0.0478555,0.077351,0.23805,0.0923431,0.0397957,SUCCESS
11,sparse3,-150.289129629456,1.05442,3.77464,51.4764,0.011145,0.1423,9.42926e-05,0.0997784,0.0690729,SUCCESS
12,sparse3,-177.865397182119,1.12727,3.87257,51.4137,5.05298e-05,1.47989e-09,0.263568,0.0642768,0.0599235,ROUNDING
13,sparse3,-146.189266682107,0.995249,4.12249,48.0237,0.0346002,0.115961,0.135227,0.100676,0.0487328,SUCCESS
14,sparse3,-174.834490526093,1.11053,4.57875,50.7949,1.09055e-09,0.136525,6.70554e-12,0.0980399,0.0541061,SUCCESS
15,sparse3,-158.116924750954,1.09072,3.87637,48.1652,0.083331,0.121966,0.0773671,0.0285814,0.0496925,SUCCESS
16,sparse3,-145.524225552349,1.06439,4.12291,48.8347,0.0314502,0.102563,0.214822,0.0946354,0.0488513,SUCCESS
17,sparse3,-149.67210381577,1.16432,4.14011,50.3429,0.0419829,0.0916987,0.230571,0.0923129,0.04733,SUCCESS
18,sparse3,-142.054317106225,1.21994,4.22173,49.248,0.0321301,0.146466,0.136434,0.0794261,0.0407378,SUCCESS
19,sparse3,-169.047621405335,1.15728,4.33344,51.0887,7.20385e-12,0.122528,4.05072e-07,0.121206,0.0575645,SUCCESS
20,sparse3,-167.282906275072,1.2598,3.88007,50.2073,0.045636,0.114499,0.0700326,0.0524837,0.0427425,SUCCESS
21,sparse3,-161.820751369573,1.09935,3.90713,44.726,0.00783757,0.0984739,0.207991,0.0839902,0.0149897,SUCCESS
22,sparse3,-141.695537215359,1.42775,3.92158,51.2696,0.0892639,2.3681e-11,0.374561,0.0830075,0.0647145,SUCCESS
23,sparse3,-156.076925987119,1.2172,3.84145,50.9,0.0644153,0.0321521,0.424831,0.0590171,0.0557903,SUCCESS
24,sparse3,-149.810070846514,1.05793,3.89483,49.0214,0.0404741,0.138756,0.0636834,0.0818105,0.0391919,SUCCESS
25,sparse3,-164.361804701316,1.28533,4.11908,50.8221,0.0757342,0.143895,0.0370706,0.0492944,0.0273179,SUCCESS
26,sparse3,-175.639664874871,1.44867,4.32811,48.4848,3.43233e-05,2.74001e-05,0.324713,0.0926158,0.0490175,SUCCESS
27,sparse3,-156.350606485581,1.19352,4.01612,52.3403,0.0335626,0.135053,0.0503872,0.108249,0.0379595,SUCCESS
28,sparse3,-188.517066570209,0.98133,4.06744,48.5066,0.0279572,0.125202,0.0471953,0.0607633,0.0161039,SUCCESS
29,sparse3,-158.496281358847,1.12971,4.30454,52.1603,0.0345415,0.138151,0.0251987,0.13507,0.0378125,SUCCESS
30,sparse3,-142.456242654261,1.28851,4.07709,52.9014,0.0132049,0.0919726,0.282484,0.0895451,0.071769,SUCCESS
31,sparse3,-149.50460080052,1.13365,3.98046,48.0596,0.0639787,0.146383,0.0116744,0.115422,0.0273434,SUCCESS
32,sparse3,-162.353475088418,1.09197,4.0807,50.4315,0.0441183,0.0993984,0.156146,0.0742264,0.0374735,SUCCESS
33,sparse3,-175.481470626456,1.04855,4.02956,47.2599,0.00283778,0.0541934,0.123781,0.127315,0.0327187,SUCCESS
34,sparse3,-178.703398069945,1.08623,3.96537,46.937,0.0726248,0.0710759,0.107181,0.0394836,0.0351636,SUCCESS
35,sparse3,-159.713271631576,0.984653,3.94001,50.2927,0.0319591,0.173716,2.01426e-52,0.0634485,0.0314041,SUCCESS
36,sparse3,-153.663162919895,1.13848,4.05972,47.917,0.0189482,0.0978145,0.209582,0.0947727,0.0326467,SUCCESS
37,sparse3,-136.367737911084,1.21057,4.05404,49.3122,0.00441042,0.125523,0.211137,0.106507,0.0453417,SUCCESS
38,sparse3,-160.317373939696,1.03895,4.13956,52.3266,0.0191198,0.109356,0.139635,0.110951,0.0386588,SUCCESS
39,sparse3,-146.381092724826,1.13335,3.57427,48.3095,0.0435527,0.123338,0.09412,0.0751473,0.0366785,SUCCESS
40,sparse3,-166.528643112923,1.37956,4.36954,55.3158,0.109685,0.148115,0.0449679,0.015149,0.0387476,SUCCESS
41,sparse3,-152.369720521755,1.20208,3.65286,49.1992,0.0967199,0.0836597,0.240534,0.0352257,0.0370136,SUCCESS
42,sparse3,-170.837501285474,1.32404,4.17215,49.8992,0.00991863,0.106556,0.0694808,0.0722025,0.0479383,SUCCESS
43,sparse3,-163.443791139095,1.36143,4.29689,53.3855,0.0694685,0.0821536,0.273307,0.0792407,0.0321381,SUCCESS
44,sparse3,-149.627911208158,1.16232,3.85467,51.9046,0.0797113,0.115547,0.144178,0.0988234,0.0248337,SUCCESS
45,sparse3,-152.68557758859,1.39057,4.23697,47.8289,0.000873702,0.0662858,0.202493,0.110004,0.062685,SUCCESS
46,sparse3,-146.104685106458,1.30313,3.65762,48.3382,0.0116682,0.0797734,0.370877,0.0899821,0.0336311,SUCCESS
47,sparse3,-135.782799888744,1.09649,4.0501,46.8417,0.00916343,0.108506,0.249667,0.131956,0.0349646,SUCCESS
48,sparse3,-150.694527727274,1.26832,3.81294,51.7672,0.0320069,0.118306,0.295018,0.0876473,0.0206639,SUCCESS
49,sparse3,-161.146100763081,1.17948,3.57249,47.0691,0.01621,0.069087,0.309201,0.0617586,0.0286656,SUCCESS
50,sparse3,-164.865188370751,1.05892,4.36866,52.5979,0.0284406,0.100539,0.135295,0.109249,0.045712,SUCCESS
51,sparse3,-146.716939091953,1.09994,4.10372,50.6323,0.0194284,0.143677,0.0462937,0.12213,0.0404805,SUCCESS
52,sparse3,-167.612753045244,1.08163,4.32119,49.0487,0.0105894,0.116903,0.115733,0.0637057,0.0401017,SUCCESS
53,sparse3,-141.652185630649,1.24466,3.93616,50.4871,0.103147,0.06837,0.138645,0.0882848,0.0559043,SUCCESS
54,sparse3,-169.835457482504,1.16139,4.50152,53.4156,0.116229,0.10984,0.0787127,0.0151475,0.0490477,SUCCESS
55,sparse3,-150.673445829784,1.09352,4.1269,49.3764,0.037174,0.0988238,0.141958,0.112966,0.0506956,SUCCESS
56,sparse3,-160.454402210536,1.79371,4.29349,54.1103,0.0043834,0.0509645,0.547257,0.0961941,0.0626937,SUCCESS
57,sparse3,-174.466851627177,1.25581,4.07668,51.6961,0.0598096,0.10706,0.247505,0.0345908,0.0245933,SUCCESS
58,sparse3,-154.037234144994,1.22165,3.93228,51.4683,0.0844922,0.15557,0.00854859,0.0574829,0.0330607,SUCCESS
59,sparse3,-125.732106831414,1.37923,3.85743,46.9029,0.012774,0.093687,0.251035,0.101625,0.0691152,SUCCESS
60,sparse3,-146.656376200875,1.22109,4.13875,50.2362,0.0607618,0.12188,0.263464,0.0847079,0.0247922,SUCCESS
61,sparse3,-168.066297811757,1.28257,3.89137,54.7425,0.13129,2.01734e-10,0.0885635,0.0333716,0.0551309,SUCCESS
62,sparse3,-158.074734288008,1.32281,4.3632,51.7105,0.0378394,0.0402941,0.293518,0.106491,0.0720914,SUCCESS
63,sparse3,-160.706291930763,0.986452,3.86244,50.5556,0.0640541,0.124852,0.182667,0.0992592,0.00649864,SUCCESS
64,sparse3,-152.048111610234,1.00708,4.34428,48.4216,0.0246866,0.161421,0.153093,0.0508535,0.0329617,SUCCESS
65,sparse3,-153.188982176956,1.23473,3.8184,51.6965,0.0361243,0.0826977,0.153654,0.106709,0.0518366,SUCCESS
66,sparse3,-151.086762732537,1.14565,4.18752,54.4857,0.0207214,0.146946,0.151214,0.106458,0.0293789,SUCCESS
67,sparse3,-153.766034177262,0.949807,4.09516,43.7668,0.0218609,0.106801,0.285828,0.0653767,0.0233757,SUCCESS
68,sparse3,-171.554988404994,1.25849,4.36119,49.6471,0.0219003,0.160363,0.0043261,0.0855521,0.0167955,SUCCESS
69,sparse3,-172.61444406735,0.960734,4.01869,50.7213,0.0114217,0.108778,0.0897075,0.0792174,0.0352525,SUCCESS
70,sparse3,-172.12798488688,1.23286,3.78662,55.0821,0.117403,0.0684614,0.123886,0.0444009,0.0283822,SUCCESS
71,sparse3,-148.678600851143,1.08206,3.97013,49.1378,0.0180219,0.15117,0.128209,0.083693,0.0212422,SUCCESS
72,sparse3,-172.636007063237,1.07938,3.95047,50.6542,0.0990721,0.106203,0.138543,0.0722895,0.0048055,SUCCESS
73,sparse3,-161.254229408027,1.25221,3.93443,51.2771,0.0171335,0.080765,0.233587,0.0563086,0.0595674,SUCCESS
74,sparse3,-162.507161739501,0.947712,4.20551,50.7911,0.0795413,0.12496,0.0412737,0.0606287,0.0526569,SUCCESS
75,sparse3,-175.130712322578,1.11716,4.76992,52.4835,0.0444134,0.135214,0.137993,0.0397161,0.0453602,SUCCESS
76,sparse3,-129.40594382927,1.17565,3.41168,50.8662,0.198226,0.101556,9.57608e-13,0.0154102,0.0497167,SUCCESS
77,sparse3,-193.730231856849,1.30994,3.95429,52.5706,5.46842e-05,5.97212e-05,0.220853,0.0756036,0.0396064,SUCCESS
78,sparse3,-151.069599487104,1.023,4.12653,50.1066,0.0182388,0.123012,0.188544,0.107152,0.030554,SUCCESS
79,sparse3,-149.014158672335,1.23181,4.5437,47.993,0.0389504,0.12151,0.47696,0.0742362,0.0253355,SUCCESS
80,sparse3,-167.753454760914,1.1645,4.48749,51.0468,0.0538972,0.163127,8.8526e-09,0.0771023,0.0257722,SUCCESS
81,sparse3,-143.599781042245,1.12224,4.39519,48.1318,0.00177738,0.139446,0.135952,0.120884,0.0407438,SUCCESS
82,sparse3,-171.601936543419,1.04588,4.35286,48.876,0.0223688,0.150823,0.0328653,0.0898826,0.0189167,SUCCESS
83,sparse3,-166.98065108792,1.44347,3.74498,55.4174,0.0738762,0.0919094,0.164631,0.061059,0.0356833,SUCCESS
84,sparse3,-145.618439150212,1.18697,3.55801,51.115,0.150119,0.0850176,0.0639706,0.0453128,0.0381445,SUCCESS
85,sparse3,-165.40842102257,1.32062,3.98533,49.9455,0.000728689,0.0857423,0.132415,0.0973996,0.0416924,SUCCESS
86,sparse3,-156.680978521558,1.17169,3.84643,49.7272,0.0408272,0.140105,0.0800949,0.0444796,0.0445771,SUCCESS
87,sparse3,-173.08318766727,1.11897,4.42494,51.9716,0.0105119,0.121621,0.0853709,0.0897402,0.0344651,SUCCESS
88,sparse3,-164.349757359866,0.931319,4.0724,49.991,0.0049801,0.110961,0.167091,0.0995031,0.0283569,SUCCESS
89,sparse3,-170.248201350063,1.09318,3.90945,48.4959,0.0438786,0.0445529,0.250786,0.0739771,0.0336608,SUCCESS
90,sparse3,-164.537557289806,1.20274,3.92878,47.7497,9.96857e-06,9.55031e-06,0.504027,0.107198,0.0524921,SUCCESS
91,sparse3,-177.099608496492,1.41183,3.95422,56.4295,0.0236107,0.0607841,0.125346,0.0985335,0.0622243,SUCCESS
92,sparse3,-143.961439672544,1.11711,4.13985,49.5781,0.0526814,0.154165,3.93069e-11,0.105853,0.0514846,SUCCESS
93,sparse3,-161.078351940577,1.09924,4.20796,47.2452,0.0200507,0.101983,0.0966039,0.0983813,0.0370616,SUCCESS
94,sparse3,-157.947339938775,1.06549,3.88344,46.1025,0.12539,0.125551,0.120046,0.0232679,0.010065,SUCCESS
95,sparse3,-158.823862235743,1.06041,4.42777,52.6297,0.00157706,0.134397,0.154119,0.156699,0.0184584,SUCCESS
96,sparse3,-155.611014211874,1.05903,4.06176,50.2443,0.0173415,0.122553,0.0946645,0.0924855,0.043381,SUCCESS
97,sparse3,-167.360855047033,1.2858,4.87024,52.4604,0.00656264,0.131297,0.147424,0.114119,0.0262593,SUCCESS
98,sparse3,-140.714414259425,1.21135,4.21396,49.5664,0.0271545,0.126919,0.302577,0.0679097,0.0482055,SUCCESS
99,sparse3,-174.593944326509,1.1963,4.39506,52.191,0.0191583,0.090164,0.192517,0.0677382,0.0454555,SUCCESS
100,sparse3,-160.179637005546,1.30712,4.1214,51.3069,0.018087,0.14932,0.0479581,0.0743062,0.0311787,SUCCESS
